Tiempo_s;Distancia_cm;Angulo_deg;Vref_V;Angulo
40.859.247;9,57;-55,97;3,3;34,03
40.863.622;9,99;-57,06;3,3;32,94
40.867.998;10,09;-57,99;3,3;32,01
40.872.389;9,57;-55,39;3,3;34,61
40.876.761;10,1;-55,57;3,3;34,43
40.881.298;9,88;-57,11;3,3;32,89
40.885.673;9,57;-55,88;3,3;34,12
40.890.907;9,38;-55,66;3,3;34,34
40.898.003;9,33;-55,17;3,3;34,83
40.902.877;9,79;-56,01;3,3;33,99
4.090.733;9,6;-56,85;3,3;33,15
40.911.749;4,89;-32,05;3,3;57,95
40.916.125;2,96;-31,44;3,3;58,56
40.920.613;8,69;-55,13;3,3;34,87
40.924.975;4,24;-56,23;3,3;33,77
40.929.307;8,99;-56,54;3,3;33,46
40.933.641;8,97;-55,31;3,3;34,69
4.093.798;8,95;-56,05;3,3;33,95
40.942.443;9,03;-55,75;3,3;34,25
40.946.758;8,87;-54,95;3,3;35,05
40.951.238;8,83;-56,05;3,3;33,95
40.955.546;8,81;-55,97;0;34,03
4.096.017;8,76;-55,39;0;34,61
40.964.508;8,71;-55,26;0;34,74
40.969.039;8,58;-56,1;0;33,9
40.973.604;8,59;-55;0;35
40.977.957;8,44;-55,04;0;34,96
40.982.453;8,45;-54,43;0;35,57
40.986.768;8,07;-55,44;0;34,56
40.991.112;8,6;-55,31;0;34,69
40.995.646;8,2;-52,67;0;37,33
41.000.122;8,67;-53,55;0;36,45
41.004.475;8,46;-51,75;0;38,25
41.008.791;8,39;-51,44;0;38,56
41.013.122;8,77;-51,61;0;38,39
41.017.457;8,47;-52,41;0;37,59
41.034.099;8,79;-50,34;0;39,66
41.040.192;5,58;-27,44;0;62,56
4.104.619;8,77;-51;0;39
41.054.323;8,79;-50,74;0;39,26
41.066.197;5,97;-49,68;0,58;40,32
4.107.211;8,89;-50,65;0;39,35
41.077.969;8,65;-50,38;0;39,62
41.084.198;8,64;-49,72;0;40,28
41.089.972;8,88;-49,46;0,03;40,54
41.095.784;9,12;-50,56;0;39,44
41.101.908;9,28;-49,77;0;40,23
41.108.125;8,82;-49,59;0;40,41
41.114.159;9,03;-50,38;0;39,62
41.120.099;9,22;-49,77;0;40,23
41.126.074;9,35;-48,98;0;41,02
41.132.088;9,37;-50,52;0,01;39,48
41.137.882;9,22;-50,47;0;39,53
41.143.881;9,55;-50,34;0;39,66
41.149.628;9,45;-49,24;0;40,76
41.155.336;9,5;-50,16;0;39,84
41.161.199;9,84;-50,3;0;39,7
41.166.946;9,85;-50,91;0;39,09
41.172.718;9,77;-50,87;0;39,13
41.178.426;9,57;-52,19;0;37,81
41.184.358;10,04;-50,82;0;39,18
41.190.123;9,95;-50,56;0;39,44
4.119.603;9,83;-28,58;0;61,42
4.120.187;6,72;-27,79;0;62,21
41.207.604;9,82;-51,17;0;38,83
41.216.654;5,45;-45,28;0,59;44,72
41.229.682;5,43;-52,45;0,6;37,55
4.123.552;10,63;-51,97;0;38,03
41.241.362;10,29;-52,01;0;37,99
41.247.714;10,67;-51,75;0;38,25
41.254.022;10,04;-50,91;0;39,09
41.259.786;10,23;-52,67;0;37,33
41.265.752;10,87;-51,79;0;38,21
41.272.555;11,32;-51,83;0;38,17
41.557.488;10,76;-52,93;0;37,07
41.562.891;10,37;-51,66;0;38,34
41.567.272;10,98;-52,41;0;37,59
41.571.509;10,67;-53,11;0;36,89
4.157.572;10,64;-51,75;0;38,25
41.580.735;10,62;-52,49;0;37,51
41.585.314;10,83;-52,45;0;37,55
4.158.965;10,88;-51,83;0;38,17
41.593.926;11,09;-52,98;0;37,02
41.598.334;11,47;-51,53;0;38,47
41.602.567;11,33;-52,71;0;37,29
4.160.837;11,08;-53,15;0;36,85
41.645.817;11,25;-53,11;0;36,89
41.651.704;11,87;-52,23;0;37,77
41.656.099;11,8;-32,54;0;57,46
41.660.606;11,86;-53,15;0;36,85
41.664.897;11,57;-53,15;0;36,85
41.669.188;5,95;-41,77;0,58;48,23
41.673.473;12,02;-51,66;0;38,34
41.677.886;12,34;-53,9;0;36,1
4.168.231;12,87;-52,32;0;37,68
41.686.691;13,21;-53,59;0;36,41
41.690.928;13,21;-53,37;0;36,63
41.695.112;12,06;-54,3;0;35,7
41.699.442;12,47;-53,24;0;36,76
41.703.843;12,38;-54,56;0;35,44
4.170.823;12,12;-54,34;0;35,66
41.712.642;12,51;-54,74;0;35,26
41.717.187;12,87;-54,34;0;35,66
41.721.582;12,82;-54,34;0;35,66
41.725.965;12,89;-53,68;0;36,32
41.730.155;12,34;-54,69;0;35,31
41.734.502;12,53;-53,9;0;36,1
41.738.839;13,51;-55,04;0;34,96
41.743.043;13,53;-54,08;0;35,92
41.747.224;13,6;-53,24;0;36,76
41.751.527;12,84;-53,2;0;36,8
41.758.383;13,31;-54,34;0;35,66
41.762.744;12,91;-55,04;0;34,96
41.767.005;13,86;-53,24;0;36,76
41.771.255;13,53;-53,94;0;36,06
41.775.511;13,86;-53,28;0;36,72
41.779.888;6,29;-30,6;0;59,4
41.784.092;6,2;-40,19;0,55;49,81
41.788.289;14,01;-53,81;0;36,19
41.792.673;13,45;-54,56;0,59;35,44
41.796.852;14,65;-54,65;0;35,35
41.801.197;14,41;-53,99;3,3;36,01
4.180.538;14,5;-53,5;3,3;36,5
41.809.531;14,41;-52,54;3,3;37,46
41.813.716;14,38;-54,43;3,3;35,57
41.818.028;14,79;-55,26;3,3;34,74
41.822.211;14,98;-54,69;3,3;35,31
41.826.387;16,23;-55,97;3,3;34,03
41.830.541;15,39;-55,53;3,3;34,47
4.183.472;16,01;-56,01;3,3;33,99
41.839.065;13,91;-56,19;3,3;33,81
41.843.282;15,19;-57,33;3,3;32,67
41.847.613;14,48;-56,93;3,3;33,07
41.852.512;14,14;-57,99;3,3;32,01
41.856.722;14,38;-57,5;3,3;32,5
41.861.245;15,09;-59,09;3,3;30,91
41.865.439;14,47;-58,82;3,3;31,18
41.869.749;15,47;-58,6;3,3;31,4
41.873.969;14,5;-59,97;3,3;30,03
41.878.288;13,7;-59,35;3,3;30,65
41.882.491;14,19;-59,48;3,3;30,52
41.886.662;10,95;-34,74;3,3;55,26
41.890.849;2,96;-34,65;3,3;55,35
41.895.008;13,25;-58,82;3,3;31,18
41.899.378;13,56;-59,53;3,3;30,47
41.903.486;13,36;-59,53;3,3;30,47
41.907.582;13,22;-58,78;3,3;31,22
4.191.171;13,76;-59,88;3,3;30,12
41.915.862;13,2;-60,32;3,3;29,68
41.920.131;13,08;-61,15;3,3;28,85
41.924.246;13,4;-60,93;3,3;29,07
41.928.729;13,62;-61,37;3,3;28,63
41.933.644;12,8;-59,7;3,3;30,3
41.940.391;13,31;-60,19;3,3;29,81
41.944.948;13,54;-59,7;3,3;30,3
41.949.168;12,71;-60,41;3,3;29,59
41.953.582;12,99;-59,22;3,3;30,78
41.958.003;12,8;-58,87;3,3;31,13
41.962.229;11,9;-59,97;3,3;30,03
41.966.676;12,07;-59,44;3,3;30,56
41.970.804;11,76;-59,39;3,3;30,61
41.974.935;12,18;-59,35;3,3;30,65
4.197.929;12,07;-58,91;3,3;31,09
41.985.076;12,81;-59,92;3,3;30,08
41.990.653;12,03;-59;3,3;31
4.199.571;11,93;-58,69;3,3;31,31
42.000.106;11,92;-55,97;3,3;34,03
42.004.545;11,98;-33,77;3,3;56,23
42.008.744;11,98;-58,95;3,3;31,05
42.012.955;11,73;-58,38;3,3;31,62
42.017.614;2,96;-58,16;3,3;31,84
42.022.399;12,06;-58,65;3,3;31,35
42.026.919;11,56;-58,47;3,3;31,53
42.031.198;11,37;-57,9;3,3;32,1
42.035.338;11,52;-59,75;3,3;30,25
42.039.795;10,98;-57,46;3,3;32,54
42.053.106;11,3;-57,59;3,3;32,41
42.059.055;10,84;-57,68;3,3;32,32
42.064.651;11,09;-58,08;3,3;31,92
42.070.984;10,43;-58,95;3,3;31,05
42.076.604;11,33;-58,08;3,3;31,92
42.082.229;10,2;-58,08;3,3;31,92
42.087.981;11,03;-58,34;3,3;31,66
42.093.583;11,1;-57,42;3,3;32,58
4.209.987;10,67;-57,94;3,3;32,06
42.105.625;10,6;-56,41;3,3;33,59
42.111.402;11,11;-57,33;3,3;32,67
42.117.402;10,66;-57,28;3,3;32,72
42.123.159;10,25;-55,88;3,3;34,12
42.129.128;10,37;-57,59;3,3;32,41
42.134.716;10,13;-57,42;3,3;32,58
42.140.291;10,36;-56,76;3,3;33,24
42.145.867;10,41;-50,21;3,3;39,79
42.151.652;9,82;-32,45;3,3;57,55
42.157.195;9,57;-56,1;3,3;33,9
42.162.741;2,96;-31,83;3,3;58,17
42.168.411;2,96;-57,81;3,3;32,19
42.173.911;9,84;-55,39;3,3;34,61
4.218.004;9,86;-56,89;3,3;33,11
42.193.815;9,8;-55,26;3,3;34,74
42.199.631;9,45;-56,8;3,3;33,2
42.205.286;9,65;-55;3,3;35
42.211.032;9,92;-54,65;3,3;35,35
42.216.601;9,62;-56,45;3,3;33,55
4.222.219;9,13;-55,79;3,3;34,21
42.227.905;9,38;-56,1;3,3;33,9
42.233.481;9,67;-56,23;3,3;33,77
42.238.944;9,41;-55,48;3,3;34,52
42.244.464;9,46;-56,1;3,3;33,9
42.250.128;9,26;-56,01;3,3;33,99
42.255.683;9,16;-55,26;3,3;34,74
42.291.287;8,97;-57,37;3,3;32,63
42.300.125;9,23;-55,75;3,3;34,25
42.306.327;9,02;-54,74;3,3;35,26
4.231.212;8,91;-56,1;3,3;33,9
42.318.236;8,95;-56,27;3,3;33,73
42.325.857;8,88;-55,17;3,3;34,83
42.332.354;8,78;-55,61;3,3;34,39
42.337.925;8,64;-55,92;3,3;34,08
42.344.084;8,47;-55,97;3,3;34,03
42.357.153;8,81;-55,57;3,3;34,43
42.363.077;4,92;-31,61;0,52;58,39
42.490.996;8,38;-55,97;0;34,03
42.505.499;8,27;-55,66;0;34,34
42.516.127;8,63;-55,44;0;34,56
42.533.938;8,38;-54,95;0;35,05
42.542.627;8,69;-55,88;0;34,12
42.548.539;8,79;-54,65;0,04;35,35
42.554.098;8,69;-54,52;0;35,48
42.608.931;8,35;-53,11;0;36,89
42.622.534;8,36;-54,3;0;35,7
42.691.247;8,41;-52,98;0;37,02
42.842.468;8,5;-52,01;0;37,99
42.858.355;8,45;-52,49;0;37,51
42.864.555;8,5;-51,97;0;38,03
43.011.081;8,47;-52,36;0;37,64
43.030.293;8,48;-51,61;0;38,39
43.037.095;8,38;-51,17;0;38,83
43.042.771;8,7;-50,82;0;39,18
4.315.899;8,47;-50,21;0;39,79
43.176.723;8,54;-51,44;0;38,56
43.188.266;9,16;-54,38;0;35,62
43.251.871;8,79;-49,55;0;40,45
4.326.837;8,85;-49,2;0;40,8
43.336.646;8,88;-50,6;0;39,4
43.440.771;8,94;-49,9;0;40,1
43.837.219;5,08;-26,82;0;63,18
44.300.089;4,92;-26,69;0,53;63,31
44.306.029;9,11;-49,15;0;40,85
44.311.965;8,36;-50,3;0,59;39,7
44.318.001;9,3;-49,81;0,17;40,19
44.322.899;8,86;-49,33;0;40,67
44.330.103;9,31;-50,78;0;39,22
44.335.394;9,03;-49,33;0;40,67
44.341.575;9,33;-50,56;0;39,44
44.346.509;9,64;-51,09;0;38,91
44.351.259;9,17;-50,34;0;39,66
44.355.284;9,68;-50,69;0;39,31
44.360.442;9,71;-50,6;0;39,4
4.436.835;9,88;-50,65;0;39,35
44.375.556;9,79;-50,95;0;39,05
44.381.732;9,81;-51,44;0;38,56
44.388.947;9,89;-50,74;0;39,26
44.395.259;10;-51,26;0;38,74
44.400.081;9,57;-51,75;0;38,25
44.487.643;9,67;-51,31;0;38,69
44.496.453;9,83;-51,75;0;38,25
44.502.657;10,33;-52,67;0;37,33
44.588.179;10,25;-51,53;0;38,47
44.594.719;9,94;-50,95;0;39,05
44.749.948;10,3;-51,88;0;38,12
44.966.091;10,16;-52,45;0;37,55
4.497.453;5,58;-27,92;0;62,08
44.981.108;10,68;-52,89;0;37,11
44.988.685;11,09;-53,11;0;36,89
44.993.084;8,28;-53,02;0,6;36,98
4.499.733;9,83;-52,93;0;37,07
45.076.513;10,46;-52,71;0;37,29
450.841;10,53;-52,1;0;37,9
45.089.511;10,98;-52,41;0;37,59
45.228.813;10,38;-52,23;0;37,77
45.235.077;10,8;-53,2;0;36,8
45.240.754;10,99;-52,58;0;37,42
45.387.063;10,96;-51,88;0;38,12
45.392.506;11,18;-52,45;0;37,55
45.396.767;11,21;-53,42;0;36,58
45.550.143;10,4;-53,2;0;36,8
45.858.972;11,49;-52,36;0;37,64
45.863.961;10,96;-52,54;0;37,46
45.867.814;10,95;-53,86;0;36,14
45.872.556;11,48;-53,2;0;36,8
45.876.387;11,39;-53,68;0;36,32
45.880.143;11,51;-53,55;0;36,45
45.883.888;11,32;-54,08;0;35,92
45.903.607;11,32;-52,67;0;37,33
45.908.683;12,08;-53,15;0;36,85
45.913.011;12,03;-53,59;0;36,41
46.061.001;11,76;-29,11;0;60,89
46.067.941;6,72;-29,28;0;60,72
46.072.267;12,96;-53,9;0;36,1
46.239.692;5,95;-49,81;0,55;40,19
46.245.033;6,92;-53,02;0,6;36,98
46.249.033;12,37;-52,01;0;37,99
46.308.456;12,25;-53,46;0,04;36,54
4.631.231;12,82;-53,77;0;36,23
46.469.217;12,24;-54,74;0;35,26
46.672.256;13,14;-54,21;0;35,79
46.681.709;12,95;-53,55;0;36,45
46.686.895;12,87;-54,34;0;35,66
46.691.538;13,05;-53,77;0;36,23
46.695.815;12,37;-53,81;0;36,19
46.700.312;13,31;-53,81;0;36,19
46.802.744;13,02;-53,33;0;36,67
46.809.366;14,45;-54,3;0;35,7
46.814.573;13,65;-53,15;0;36,85
46.883.133;13,96;-53,81;0;36,19
4.704.787;14,04;-54,65;0;35,35
47.053.187;13,45;-53,55;0;36,45
47.057.181;13,76;-54,56;0;35,44
47.289.825;14,12;-54,56;0;35,44
4.762.993;13,83;-54,21;0;35,79
47.635.057;14,7;-54,12;3,3;35,88
47.638.847;14,47;-54,82;3,3;35,18
47.642.608;15,04;-31,88;3,3;58,12
47.647.263;14,19;-55,22;3,3;34,78
47.651.336;14,59;-54,08;3,3;35,92
47.655.063;2,96;-45,2;3,3;44,8
47.658.758;14,04;-55,66;3,3;34,34
47.662.451;13,36;-57,37;3,3;32,63
47.666.124;13,86;-57,37;3,3;32,63
47.669.945;14,43;-56,23;3,3;33,77
47.712.266;15,35;-56,63;3,3;33,37
47.720.071;14,14;-56,36;3,3;33,64
47.871.425;14,38;-56,89;3,3;33,11
4.787.926;13,86;-57,77;3,3;32,23
47.884.697;15;-59,22;3,3;30,78
48.033.943;14,22;-59,17;3,3;30,83
4.803.959;14,85;-59,39;3,3;30,61
48.043.453;13,86;-58,12;3,3;31,88
481.884;14,12;-59,57;3,3;30,43
48.395.693;13,36;-61,2;3,3;28,8
4.840.074;13,6;-59,31;3,3;30,69
48.408.053;13,76;-60,1;3,3;29,9
48.413.339;14,12;-59,22;3,3;30,78
48.417.463;14,01;-60,98;3,3;29,02
48.421.968;13,92;-59,39;3,3;30,61
4.842.572;13,57;-60,41;3,3;29,59
48.519.994;13,64;-60,98;3,3;29,02
48.528.693;13,36;-60,05;3,3;29,95
48.607.432;13,22;-60,19;3,3;29,81
48.618.442;12,28;-60,23;3,3;29,77
48.747.053;2,96;-35,26;3,3;54,74
48.755.537;2,96;-40,54;3,3;49,46
48.853.566;13,04;-59,66;3,3;30,34
48.858.959;13,36;-60,41;3,3;29,59
48.862.775;12,4;-60,36;3,3;29,64
48.934.418;12,81;-60,01;3,3;29,99
49.182.362;13,21;-60,27;3,3;29,73
49.187.669;13,08;-61,59;3,3;28,41
49.264.812;12,88;-58,38;3,3;31,62
49.272.068;12,74;-59,09;3,3;30,91
49.277.106;12,02;-59,53;3,3;30,47
49.280.864;12,42;-61,72;3,3;28,28
49.296.309;11,69;-60,19;3,3;29,81
49.351.181;12,07;-57,81;3,3;32,19
49.356.037;11,85;-58,52;3,3;31,48
49.509.712;11,97;-58,65;3,3;31,35
49.515.185;11,44;-58,74;3,3;31,26
49.519.045;11,37;-56,63;3,3;33,37
49.587.261;12,06;-59,57;3,3;30,43
49.758.699;11,65;-58,12;3,3;31,88
49.997.379;11,69;-58,65;3,3;31,35
50.004.933;11,32;-58,87;3,3;31,13
50.011.942;11,15;-58,43;3,3;31,57
50.018.532;11,45;-58,16;3,3;31,84
50.026.559;11,47;-58,12;3,3;31,88
50.034.419;9,79;-35,17;3,3;54,83
50.039.419;2,96;-33,99;3,3;56,01
50.081.896;10,76;-58,91;3,3;31,09
5.009.201;10,97;-58,87;3,3;31,13
5.016.777;11,14;-58,25;3,3;31,75
50.175.467;10,53;-57,77;3,3;32,23
50.326.152;10,64;-58,08;3,3;31,92
50.331.667;10,41;-57,37;3,3;32,63
50.335.591;10,69;-58,82;3,3;31,18
50.572.963;10,79;-57,2;3,3;32,8
50.961.115;11,09;-56,89;3,3;33,11
50.966.197;10,67;-57,28;3,3;32,72
50.969.914;9,84;-59;3,3;31
50.975.714;10,53;-57,33;3,3;32,67
50.982.726;10,25;-56,54;3,3;33,46
5.098.879;9,86;-57,28;3,3;32,72
50.994.506;10,28;-56,01;3,3;33,99
50.998.286;10,14;-57,28;3,3;32,72
51.002.151;9,79;-55,66;3,3;34,34
51.006.079;9,71;-56,98;3,3;33,02
51.010.606;9,83;-55,75;3,3;34,25
51.014.869;9,45;-56,63;3,3;33,37
51.152.942;9,78;-56,89;3,3;33,11
51.160.323;9,95;-57,37;3,3;32,63
51.166.058;9,69;-55,35;3,3;34,65
51.172.293;9,25;-55,79;3,3;34,21
51.312.786;9,44;-31,31;3,3;58,69
51.319.849;9,47;-58,03;3,3;31,97
51.323.469;8,92;-56,19;3,3;33,81
51.550.137;2,96;-55,92;3,3;34,08
5.176.869;9,1;-56,36;3,3;33,64
51.776.989;9,4;-56,01;3,3;33,99
51.783.854;8,67;-56,36;3,3;33,64
51.789.275;9,2;-55,97;3,3;34,03
51.794.241;8,77;-55,53;3,3;34,47
51.798.129;9,01;-54,65;3,3;35,35
51.803.537;9,05;-55,39;3,3;34,61
51.809.498;8,75;-56,27;3,3;33,73
51.814.283;8,58;-56,27;3,3;33,73
51.977.278;8,59;-56,76;3,3;33,24
51.983.121;8,88;-54,25;3,3;35,75
51.988.473;8,65;-55,04;3,3;34,96
52.135.682;8,56;-55,88;3,3;34,12
52.140.574;8,67;-55,97;3,3;34,03
52.144.575;8,63;-56,49;3,3;33,51
52.374.598;8,47;-56,19;0,08;33,81
52.665.556;8,65;-56,05;0;33,95
52.672.172;8,49;-56,14;0;33,86
52.675.696;8,31;-54,43;0;35,57
52.679.084;8,2;-54,95;0;35,05
52.683.258;8,2;-55,48;0;34,52
52.686.593;8,2;-47,44;0;42,56
52.690.425;8,07;-31,83;0;58,17
52.700.202;8,34;-54,56;0;35,44
52.703.934;4,81;-30,03;0,54;59,97
52.707.237;4,84;-51,97;0,6;38,03
52.710.486;8,24;-53,06;0;36,94
52.793.595;8,54;-53,15;0;36,85
52.955.824;7,96;-52,05;0;37,95
52.964.576;8,63;-51,83;0;38,17
52.971.874;8,2;-50,47;0;39,53
52.978.998;8,61;-50,6;0;39,4
53.117.859;8,72;-50,74;0;39,26
53.122.792;8,55;-50,25;0;39,75
53.126.121;8,38;-51;0;39
53.198.473;8,67;-49,55;0;40,45
53.383.767;8,49;-50,08;0;39,92
53.388.751;8,71;-50,38;0;39,62
53.438.229;8,58;-50,3;0;39,7
5.344.294;8,38;-50,65;0;39,35
53.446.857;8,56;-49,64;0;40,36
5.368.146;8,57;-48,36;0;41,64
53.686.392;8,99;-50,12;0;39,88
53.690.341;9,05;-50,12;0;39,88
53.694.566;9,06;-49,37;0;40,63
53.698.018;9,1;-50,21;0;39,79
53.779.754;8,5;-50,6;0;39,4
53.783.472;9,47;-49,37;0;40,63
54.026.581;9,12;-49,55;0;40,45
54.250.915;9,19;-50,56;0;39,44
54.255.977;5,11;-26,65;0,53;63,35
54.259.388;9,39;-50,21;0;39,79
54.262.681;9,27;-50,56;0;39,44
54.267.136;9,71;-51,09;0;38,91
54.271.355;9,71;-50,65;0;39,35
54.351.884;9,79;-50,56;0;39,44
54.357.219;9,81;-51,75;0;38,25
54.360.739;9,41;-50,74;0;39,26
54.364.038;9,78;-49,86;0;40,14
54.367.345;9,9;-50,74;0;39,26
54.434.104;9,65;-52,67;0;37,33
54.596.366;9,6;-51,48;0;38,52
54.601.325;10,29;-50,43;0;39,57
54.604.785;10,04;-52,45;0;37,55
54.842.103;10,29;-51,61;0;38,39
55.035.461;10,17;-52,54;0,09;37,46
55.041.219;10,31;-52,93;0;37,07
55.044.943;10,52;-50,56;0;39,44
55.048.303;10,37;-52,32;0;37,68
55.052.447;10,09;-52,41;0;37,59
55.055.759;11,25;-54,08;0,03;35,92
55.058.978;10,09;-52,45;0;37,55
55.062.171;9,95;-53,59;0;36,41
55.090.341;9,8;-53,72;0;36,28
55.334.645;10,1;-52,54;0;37,46
55.339.592;5,5;-29,72;0;60,28
55.343.111;5,47;-29,33;0,5;60,67
55.346.606;11,48;-52,19;0;37,81
55.349.935;10,04;-53,15;0,57;36,85
55.423.057;11,43;-52,36;0,07;37,64
5.542.752;11,29;-51,79;0;38,21
55.667.616;11,01;-52,76;0;37,24
55.947.799;10,87;-52,49;0;37,51
5.595.792;11,17;-53,72;0;36,28
55.962.391;11,71;-53,42;0;36,58
55.967.532;10,88;-53,94;0;36,06
55.973.146;11,36;-53,86;0;36,14
55.976.502;11,33;-52,93;0;37,07
55.999.444;11,71;-53,24;0;36,76
5.600.344;11,22;-53,46;0;36,54
56.006.833;11,35;-53,28;0;36,72
56.010.078;11,93;-53,81;0;36,19
56.079.142;12,41;-53,15;0;36,85
5.608.505;12,45;-53,9;0;36,1
56.245.223;11,84;-54,3;0;35,7
5.625.214;12,46;-54,47;0;35,53
56.257.232;12,07;-53,28;0;36,72
56.328.399;13,21;-54,34;0;35,66
56.333.292;12,91;-53,81;0;36,19
56.494.637;12,8;-53,33;0;36,67
56.688.756;13,25;-54,03;0;35,97
56.693.401;6,26;-29,37;0;60,63
56.732.715;13,18;-54,78;0;35,22
5.673.619;13,12;-54,25;0;35,75
56.739.699;10,6;-54,08;0,54;35,92
56.743.109;13,34;-53,64;0;36,36
56.746.407;12,76;-53,06;0;36,94
56.898.485;13,75;-54,3;0;35,7
5.690.428;13,18;-55,22;0;34,78
56.908.594;13,81;-53,42;0;36,58
56.913.326;13,08;-53,9;0;36,1
57.065.824;13,67;-54,16;0;35,84
57.070.652;13,64;-54,82;0;35,18
57.074.231;13,5;-54,52;0;35,48
57.212.995;13,46;-54,3;0;35,7
57.462.208;13,81;-52,67;3,3;37,33
57.469.518;14,28;-54,3;3,3;35,7
57.474.105;14,56;-55,31;3,3;34,69
57.477.634;13,62;-54,87;3,3;35,13
57.481.269;14,7;-54,3;3,3;35,7
57.537.334;13,97;-54,78;3,3;35,22
57.543.527;13,65;-56,1;3,3;33,9
57.548.663;15,05;-55,13;3,3;34,87
57.617.738;13,27;-55,26;3,3;34,74
57.625.341;14,31;-55,88;3,3;34,12
57.719.921;14,28;-57,37;3,3;32,63
57.724.273;14,57;-33,06;3,3;56,94
57.962.475;4,48;-32,27;3,3;57,73
58.163.096;13,45;-58,08;3,3;31,92
58.168.871;2,96;-56,67;3,3;33,33
58.172.275;5,89;-59,04;3,3;30,96
58.175.887;13,86;-59;3,3;31
58.179.966;14,22;-58,56;3,3;31,44
58.183.716;14,04;-59,79;3,3;30,21
58.187.022;13,71;-60,23;3,3;29,77
58.208.932;13,62;-61,81;3,3;28,19
58.212.914;13,62;-59,35;3,3;30,65
58.293.598;13,36;-59,75;3,3;30,25
58.451.204;13,62;-59,17;3,3;30,83
58.455.861;12,91;-60,32;3,3;29,68
5.845.922;13,02;-59,75;3,3;30,25
58.462.687;12,5;-61,9;3,3;28,1
58.538.846;12,69;-60,19;3,3;29,81
58.628.104;12,92;-59,88;3,3;30,12
58.632.444;12,42;-60,23;3,3;29,77
58.783.605;13,25;-61,06;3,3;28,94
59.032.307;12,45;-60,36;3,3;29,64
59.037.378;12,94;-59,22;3,3;30,78
5.904.195;12,49;-60,19;3,3;29,81
59.045.603;12,46;-59,35;3,3;30,65
5.904.965;12,38;-59,53;3,3;30,47
59.053.295;11,86;-60,93;3,3;29,07
59.110.304;12,82;-36,27;3,3;53,73
59.115.211;12,23;-59,35;3,3;30,65
59.119.048;11,73;-60,19;3,3;29,81
59.196.163;2,96;-55,22;3,3;34,78
59.203.814;11,98;-58,91;3,3;31,09
59.354.066;11,91;-58,74;3,3;31,26
5.935.877;11,81;-58,78;3,3;31,22
59.362.301;11,03;-58,08;3,3;31,92
5.943.786;11,89;-58,56;3,3;31,44
59.599.204;11,46;-57,68;3,3;32,32
59.790.769;11,63;-58,91;3,3;31,09
59.796.265;11,24;-59,92;3,3;30,08
5.980.105;11,13;-58,08;3,3;31,92
59.805.461;11,24;-58,87;3,3;31,13
59.808.803;10,72;-58,3;3,3;31,7
5.981.203;11,16;-58,78;3,3;31,22
5.984.998;11,2;-58,82;3,3;31,18
59.853.495;10,66;-57,77;3,3;32,23
59.932.059;10,97;-59,22;3,3;30,78
60.089.373;10,75;-57,59;3,3;32,41
60.094.339;10,73;-59,17;3,3;30,83
60.097.748;10,88;-58,34;3,3;31,66
60.178.699;10,95;-58,65;3,3;31,35
60.182.135;10,37;-57,99;3,3;32,01
60.262.845;10,71;-57,46;3,3;32,54
60.266.957;10,53;-56,54;3,3;33,46
60.423.937;10,45;-57,33;3,3;32,67
60.683.508;9,92;-56,63;3,3;33,37
60.691.715;2,96;-33,24;3,3;56,76
60.696.519;2,96;-49,55;3,3;40,45
60.701.343;10,07;-56,63;3,3;33,37
60.706.429;10,32;-56,8;3,3;33,2
60.746.197;9,98;-56,8;3,3;33,2
60.752.028;9,73;-54,78;3,3;35,22
60.755.854;9,98;-57,59;3,3;32,41
60.836.724;9,89;-55,53;3,3;34,47
60.841.491;9,33;-56,1;3,3;33,9
60.995.021;9,32;-57,06;3,3;32,94
61.001.605;9,51;-55,66;3,3;34,34
61.006.459;9,38;-55,7;3,3;34,3
61.074.669;9,61;-56,36;3,3;33,64
61.078.295;9,38;-55,26;3,3;34,74
61.233.115;9,29;-55,48;3,3;34,52
61.436.403;8,86;-58,12;3,3;31,88
61.441.615;9,3;-56,27;3,3;33,73
61.445.806;9,22;-55,17;3,3;34,83
61.449.161;9,44;-56,41;3,3;33,59
61.452.809;9,22;-57,28;3,3;32,72
61.456.112;9,29;-55,35;3,3;34,65
61.493.584;8,85;-55,88;3,3;34,12
61.576.575;9,15;-55,48;3,3;34,52
61.582.138;8,65;-55,75;3,3;34,25
61.735.801;8,67;-55,35;3,3;34,65
61.742.623;5,63;-31,79;3,3;58,21
6.174.759;2,96;-31,88;3,3;58,12
61.822.717;8,75;-56,32;3,3;33,68
61.829.689;8,39;-54,82;3,3;35,18
61.904.371;8,39;-56,23;3,3;33,77
6.191.075;8,47;-55,53;3,3;34,47
62.062.121;8,35;-56,1;3,3;33,9
62.421.926;8,47;-56,41;3,3;33,59
62.426.453;8,25;-55,53;3,3;34,47
62.430.598;8;-54,74;3,3;35,26
62.434.196;8,47;-56,36;0;33,64
62.437.647;8,38;-55,88;0;34,12
6.244.097;7,93;-54,95;0;35,05
62.444.274;8,48;-55,04;0;34,96
6.244.759;8,2;-56,01;0;33,99
62.479.069;8,08;-54,69;0;35,31
6.248.388;8,37;-55,17;0;34,83
62.639.208;8,36;-55,22;0;34,78
62.647.293;7,94;-52,71;0;37,29
62.651.223;8,2;-54,08;0;35,92
62.791.581;8,4;-52,54;0;37,46
62.799.716;8,46;-51,75;0;38,25
